,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size,Weekly_Sales,markdown,Dep_type,Week
111479,59.74,3.804,197.5886046,8.09,0,3,203007,52268.74,1,2,21
111489,87.17,2.608,210.8921319,8.099,0,3,203750,74863.45,0,5,29
111491,63.66,3.0860000000000003,126.60348390000001,9.524,0,2,126512,65193.33,0,3,13
111493,84.13,2.637,214.78582590000002,7.343,0,3,207499,49394.71,0,5,24
111495,67.41,3.8510000000000004,135.26526669999998,8.975,0,2,120653,56557.07,0,5,25
111499,74.95,2.8539999999999996,211.8421769,7.0920000000000005,0,3,202505,90906.46,0,5,19
111506,49.01,3.157,219.71425809999997,7.348,0,3,151315,78517.16,1,3,1
111507,67.01,3.597,193.09305519999998,6.901,0,3,196321,61699.51,0,4,26
111515,59.64,3.7489999999999997,130.97766670000001,5.936,0,2,93188,55367.84,1,5,37
111546,68.74,2.853,126.2346,7.795,0,3,219622,123257.24,0,5,39
111566,50.14,3.779,198.8221322,6.195,0,3,196321,83101.67,1,5,40
111569,64.82,2.718,132.76193329999998,9.342,0,2,120653,64775.67,0,5,38
111574,47.41,3.5669999999999997,129.7936774,6.392,0,3,219622,83303.04,0,5,43
111595,68.49,3.54,193.18784480000002,6.901,0,3,196321,52519.07,0,5,27
111602,53.04,2.787,126.38056670000002,7.896,0,3,205863,49719.83,0,5,17
111624,84.99,3.022,126.08929029999999,9.199,0,2,126512,50266.03,0,5,34
111625,70.0,2.9419999999999997,136.32433930000002,8.058,0,3,204184,56640.65,0,5,24
111636,48.71,3.492,188.3504,8.523,1,3,200898,70368.0,1,5,47
111650,81.67,3.5010000000000003,225.25183130000002,6.664,0,3,207499,51522.96,1,5,22
111654,86.33,3.73,224.0560076,5.667999999999999,1,3,202505,48458.13,1,5,36
111664,56.47,3.969,192.33085419999998,8.667,0,3,200898,72196.75,1,5,42
111668,81.78,2.668,210.2135668,8.464,0,3,184109,71465.18,0,5,23
111676,56.79,3.583,136.5150968,4.42,0,2,114533,57943.46,0,5,41
111680,68.72,4.088,142.59388330000002,8.238999999999999,0,3,204184,51581.47,1,5,37
111694,64.73,3.6830000000000003,138.12953330000002,4.377,0,2,114533,60992.62,1,3,24
111695,62.53,3.716,128.6160645,8.744,0,2,126512,47655.3,0,5,12
111712,45.88,3.0,205.09928109999998,7.484,0,3,203742,70224.61,0,5,46
111731,60.45,3.2880000000000003,215.3584231,6.858,0,3,202505,48747.48,0,5,9
111764,70.04,3.798,214.5499425,7.138999999999999,0,3,203742,77240.7,1,5,21
111772,49.97,2.886,211.06465989999998,8.163,0,3,202307,150343.42,0,4,51
111784,53.69,3.821,185.5339821,8.521,0,3,200898,108308.87,0,5,15
111805,79.78,2.932,136.4554021,7.982,0,3,204184,74952.42,0,2,30
111806,64.05,3.8710000000000004,142.11580990000002,8.253,0,3,204184,80375.67,1,5,23
111816,65.71,2.8680000000000003,126.1019355,7.9510000000000005,0,3,219622,87397.62,0,5,35
111838,87.66,2.608,210.8921319,8.099,0,3,202307,143116.36,0,5,29
111855,38.64,3.158,130.15751609999998,4.607,0,3,205863,88894.97,1,5,1
111859,60.04,3.8819999999999997,216.1515902,7.292999999999999,0,3,203742,71738.18,1,5,43
111870,64.13,2.773,190.36216069999998,7.335,0,3,196321,70416.47,0,5,35
111877,90.78,3.8110000000000004,130.7561613,7.17,0,2,126512,66524.77,1,5,32
111887,64.12,2.719,210.4798874,8.2,0,3,203750,76916.42,0,5,13
111893,71.89,2.603,211.6719895,7.837999999999999,0,3,151315,118966.9,0,5,39
111899,57.78,2.903,136.6277321,8.021,0,3,204184,99459.69,0,5,40
111910,34.9,2.846,126.98358059999998,7.795,0,3,219622,61305.96,0,5,51
111916,83.49,2.64,211.0264684,8.099,0,3,202307,57499.29,0,5,30
111920,50.5,3.29,219.7188636,7.057,0,3,202307,124814.6,1,5,4
111923,73.38,4.151,128.9998667,8.494,0,2,126512,69794.85,0,3,17
111931,72.91,2.735,132.72483870000002,5.3260000000000005,0,2,114533,80005.41,0,3,35
111944,86.11,3.417,221.9498642,6.9079999999999995,0,3,151315,141450.76,1,5,31
111963,95.36,3.842,129.0894,8.257,0,2,126512,56701.49,0,5,26
111967,70.12,3.5580000000000003,198.0984199,7.872000000000001,0,3,203007,64477.0,1,5,34
111993,66.17,3.3080000000000003,221.6432852,7.197,0,3,207499,63284.77,1,5,46
111998,65.97,3.7560000000000002,130.82953329999998,5.965,0,3,219622,67309.77,1,5,24
112010,78.62,3.9330000000000003,129.0623548,8.494,0,2,126512,82200.73,0,4,21
112017,85.54,2.6639999999999997,210.36175809999997,8.36,0,1,39910,51273.77,0,5,33
112022,68.6,3.864,131.11733329999998,4.377,0,3,205863,164870.89,1,5,16
112023,55.75,4.192,134.51436669999998,8.212,0,3,203819,124453.57,0,5,18
112033,88.95,3.898,129.0663,11.081,0,2,112238,59458.19,0,3,25
112043,89.8,3.803,129.1846452,8.257,0,2,126512,81325.17,0,5,31
112055,40.93,3.0460000000000003,182.66761540000002,8.724,0,2,118221,55453.24,0,5,48
112058,51.8,3.781,130.4546207,11.081,0,2,112238,89612.22,1,3,7
112064,79.47,3.452,221.38774669999998,6.891,0,3,203750,60153.63,1,5,23
112076,73.38,4.151,128.9998667,8.494,0,2,126512,68718.13,0,4,17
112102,67.88,3.0460000000000003,136.1489101,8.058,0,3,204184,86201.5,0,5,21
112114,69.17,3.742,186.8024,8.625,0,3,200898,90251.35,0,5,37
112120,74.88,3.76,208.5309337,7.274,0,3,203742,79810.02,0,5,28
112123,85.22,2.6189999999999998,211.5673056,7.787000000000001,0,3,151315,53819.66,0,5,34
112153,87.4,3.7430000000000003,129.2405806,8.257,0,2,126512,119858.79,0,5,33
112155,57.95,3.514,131.19309679999998,8.839,0,3,158114,72991.31,1,5,43
112160,56.32,2.7760000000000002,136.6277321,8.572000000000001,0,2,119557,60347.34,0,5,40
112196,68.07,3.6239999999999997,130.8853548,5.936,0,2,93188,55074.27,1,5,35
112212,36.85,3.695,189.8424834,8.424,0,3,200898,88726.82,1,5,7
112218,31.34,3.3089999999999997,136.597273,8.021,0,3,204184,78764.3,0,5,51
112239,47.26,2.72,214.5764954,6.2989999999999995,0,3,155078,61140.8,0,5,11
112252,63.55,3.734,221.7989713,5.943,0,2,34875,50490.77,1,5,11
112266,47.19,2.943,211.06477400000003,8.163,1,3,203750,67827.38,0,5,52
112267,72.05,3.617,221.85333959999997,6.228,0,3,184109,73437.56,1,5,40
112270,52.24,3.9810000000000003,138.16469519999998,7.725,0,3,204184,69020.93,0,5,15
112291,70.92,3.858,140.381,7.85,0,3,204184,60140.64,0,3,39
112295,70.97,2.8989999999999996,204.14065559999997,7.856,0,3,203742,83384.15,0,5,21
112303,67.79,3.5239999999999996,206.6733111,10.581,0,1,41062,66468.15,0,5,13
112311,47.74,2.85,181.86575369999997,8.899,0,3,200898,60949.99,0,5,13
112317,86.24,3.682,214.23431769999996,8.177,0,3,184109,57782.69,0,5,30
112330,85.55,3.5239999999999996,215.18413680000003,7.962000000000001,0,3,151315,68879.85,0,5,26
112350,45.62,3.548,195.17899939999998,6.7589999999999995,0,3,196321,116378.08,0,5,42
112358,76.91,2.784,136.4366924,8.433,0,2,119557,57075.4,0,5,29
112416,70.97,2.8989999999999996,204.14065559999997,7.856,0,3,203742,174714.95,0,5,21
112427,64.94,2.8569999999999998,132.3648387,5.435,0,2,114533,73600.63,0,5,22
112468,72.97,3.701,138.20338710000001,8.535,0,2,120653,47933.94,1,5,30
112504,82.11,2.582,211.5224596,7.787000000000001,0,3,151315,66229.7,0,5,37
112519,63.03,2.841,126.27916670000002,7.795,0,3,219622,74908.49,0,5,40
112543,75.91,3.5469999999999997,193.711525,8.622,0,3,203007,90932.44,0,5,30
112548,91.03,3.1,126.1518,9.199,0,1,39690,54333.69,0,5,27
112555,46.67,3.0389999999999997,136.6895714,8.763,1,2,103681,58831.3,0,3,47
112561,70.49,3.8810000000000002,129.0756774,5.946000000000001,0,3,205863,84494.69,0,3,20
112574,39.0,3.523,140.70482140000001,7.502999999999999,0,2,119557,48733.01,1,5,2
112575,41.5,2.7710000000000004,189.5312483,7.3629999999999995,0,3,196321,50337.09,0,5,18
112576,12.19,3.173,196.17138930000002,8.513,0,2,70713,113974.64,1,3,51
112589,70.82,3.7030000000000003,208.9625161,7.274,0,3,203742,164320.09,0,5,35
112649,75.81,2.826,213.9116886,7.343,0,2,37392,109438.91,0,5,20
112661,69.24,3.82,136.183129,8.89,0,2,120653,62631.87,0,5,33
112664,33.06,3.42,133.3701429,7.771,0,2,123737,62165.54,0,3,7
112679,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,0,3,151315,60278.73,1,2,43
112687,50.13,3.159,218.82179280000003,7.441,0,3,202307,73364.19,1,5,50
112690,67.31,3.805,129.77064520000002,11.081,0,2,112238,47820.29,0,3,41
112711,73.31,2.8539999999999996,209.9984585,8.2,0,3,202307,82656.44,0,5,19
112728,89.88,3.0410000000000004,126.0766452,9.199,0,2,126512,128218.22,0,5,33
112730,87.55,3.417,223.5607856,5.667999999999999,0,3,202505,49598.0,1,2,31
112749,41.83,3.6889999999999996,136.4788,8.454,1,3,203819,206506.4,1,3,47
112751,88.37,3.049,126.064,9.199,0,2,126512,102934.72,0,5,32
112765,46.84,3.9010000000000002,197.780931,6.547000000000001,0,3,196321,53154.9,1,5,15
112770,89.78,4.093,130.8853548,10.925999999999998,0,3,206302,57429.63,1,5,35
112771,79.47,3.452,221.38774669999998,6.891,0,1,42988,62389.58,1,5,23
112791,53.04,3.892,185.66846730000003,8.521,0,3,200898,56278.25,0,5,16
112818,74.24,2.826,210.2768443,8.2,0,3,203750,68067.73,0,5,20
112824,74.88,3.76,208.5309337,7.274,0,3,203742,56066.39,0,5,28
112837,20.12,3.1319999999999997,132.6764,5.287000000000001,0,2,114533,54543.65,0,5,49
112840,45.03,2.8689999999999998,214.75108430000003,6.433,0,3,155078,63067.45,0,5,50
112843,71.36,2.755,182.61040630000002,8.743,0,3,200898,152402.13,0,5,34
112887,83.13,3.648,215.04352290000003,7.682,0,3,151315,72773.22,0,5,23
112902,54.5,3.873,135.0837333,7.818,0,3,152513,71676.17,0,5,24
112908,69.52,3.8819999999999997,135.8738387,7.767,0,3,152513,80348.27,0,5,29
112923,43.43,3.287,127.19177420000001,8.744,0,2,126512,89059.39,0,5,1
112945,63.63,3.772,128.7199355,11.081,0,3,206302,48090.01,0,3,13
112947,73.03,3.818,128.8238065,8.494,0,2,126512,48110.07,0,4,14
112958,79.18,3.6239999999999997,130.8853548,5.407,0,1,39910,48006.49,1,5,35
112967,45.26,2.957,131.9019677,8.185,0,3,203819,102755.98,0,5,13
112973,76.72,2.698,126.064,9.816,0,3,158114,54608.21,0,1,32
112974,69.08,2.603,215.2141341,6.56,0,2,125833,76201.32,0,5,39
112981,80.06,4.277,130.95922579999998,7.382000000000001,0,2,126512,74332.99,1,5,22
113003,48.08,2.752,126.66926670000001,7.127000000000001,1,3,205863,67015.53,0,5,47
113007,69.08,3.5380000000000003,138.22963330000002,4.377,0,3,155083,123270.48,1,5,27
113025,70.93,4.202,129.089,11.081,0,2,112238,48490.38,0,3,19
113039,74.74,2.728,189.4882603,9.017000000000001,0,3,203007,52561.11,0,5,26
113052,64.3,3.6889999999999996,191.0155329,8.567,0,2,118221,50688.59,1,5,23
113056,74.95,2.8539999999999996,211.8421769,7.0920000000000005,0,3,202505,49143.1,0,5,19
113061,61.79,3.815,131.0756667,5.621,0,3,219622,81098.94,1,5,40
113065,64.23,3.577,138.1962667,4.377,0,2,114533,53383.65,1,3,26
113068,47.32,2.844,204.37822580000002,8.187000000000001,0,3,203742,79699.02,0,5,11
113100,23.83,3.4,133.18341940000002,8.252,0,3,203819,78370.11,0,5,5
113101,49.47,2.9619999999999997,126.4420645,11.081,0,2,112238,91794.63,0,3,5
113105,89.88,3.0410000000000004,126.0766452,9.199,0,2,126512,84652.4,0,5,33
113106,84.01,3.699,216.819252,6.855,0,3,202505,102159.37,0,5,22
113149,36.64,3.2,132.7566667,8.067,0,3,203819,50999.03,0,5,48
113155,86.13,3.123,126.08545159999998,9.199,0,2,126512,50596.62,0,5,31
113160,67.16,3.787,224.79091040000003,6.832999999999999,0,3,207499,60433.14,1,3,12
113162,49.6,3.862,141.55478,8.744,0,2,103681,78323.2,1,3,11
113174,60.77,3.985,215.92588650000002,7.292999999999999,0,3,203742,124166.0,1,5,40
113188,49.98,3.312,127.3009355,8.744,0,1,39690,60475.06,0,5,2
113190,76.95,3.8989999999999996,217.5247882,6.855,0,3,202505,49659.34,0,5,19
113204,69.02,2.966,135.96200000000002,9.051,0,2,103681,54022.83,0,3,18
113205,64.78,3.7439999999999998,140.4784194,7.906000000000001,0,3,204184,76909.5,0,5,41
113232,73.85,3.898,135.9639355,8.89,0,2,120653,52264.29,0,5,30
113235,64.42,3.577,138.1962667,4.377,0,3,155083,94079.16,1,5,26
113262,75.68,3.467,216.02823560000002,7.852,0,1,42988,71904.38,0,5,38
113269,45.25,4.143,137.79709680000002,8.982999999999999,0,3,203819,52929.64,1,5,14
113291,34.23,3.23,128.26475,7.47,0,3,219622,96475.57,0,3,9
113301,74.75,2.81,136.49282140000003,8.433,0,2,119557,58261.93,0,5,32
113303,41.26,3.895,134.17777420000002,7.6579999999999995,0,3,203819,72756.18,0,5,14
113329,45.68,4.044,214.3127027,7.138999999999999,0,3,203742,70489.62,1,3,15
113339,79.2,3.475,214.68735139999998,7.28,0,3,203742,64328.21,1,4,27
113343,81.69,3.509,130.7561613,5.765,0,3,219622,117598.61,1,5,32
113345,67.38,3.697,192.90347590000002,8.595,0,3,203007,50174.63,0,5,24
113349,52.21,3.2680000000000002,219.6258417,7.057,0,3,203750,48375.2,1,3,3
113368,53.68,4.124,142.0177929,8.253,0,3,204184,115565.05,1,5,18
113393,65.41,3.62,131.0756667,8.839,0,3,158114,48404.43,1,5,40
113397,74.14,3.688,221.36322119999997,6.891,0,3,203750,56603.45,1,5,19
113408,49.3,3.53,211.18472069999999,7.082000000000001,0,3,203742,196839.2,1,5,46
113413,62.26,4.066,208.9599189,7.287000000000001,0,3,203742,69672.89,0,5,19
113418,67.75,2.735,210.51527650000003,8.476,1,3,184109,87706.72,0,5,47
113440,29.81,2.781,191.14301890000002,7.507999999999999,0,3,196321,58247.76,0,5,51
113448,68.57,3.8280000000000003,129.8051935,7.874,0,2,126512,164085.5,0,3,44
113471,41.78,3.049,132.92458059999998,8.067,0,3,203819,93593.04,0,5,44
113474,28.58,3.2310000000000003,205.7329407,7.343,0,3,203742,100577.78,0,5,5
113476,51.5,2.764,204.95198200000002,7.484,0,3,203742,52325.28,0,5,40
113477,47.74,2.85,181.86575369999997,8.899,0,3,200898,79111.87,0,5,13
113496,71.56,3.556,198.0967341,6.432,0,3,196321,78130.4,1,5,35
113518,59.17,3.555,222.2392726,6.132000000000001,0,3,202505,47987.35,1,5,8
113532,64.94,2.8569999999999998,132.3648387,5.435,0,2,114533,72015.54,0,4,22
113535,53.35,3.43,127.99525,11.081,0,3,206302,85312.34,0,3,7
113536,44.25,2.885,131.9809,5.435,0,2,114533,69554.04,0,5,15
113549,81.46,2.7710000000000004,182.3509895,8.743,0,3,200898,168341.28,0,5,29
113561,60.95,2.728,211.6608975,8.163,0,3,203750,80665.3,0,5,45
113564,90.47,3.875,130.75626670000003,11.081,0,3,206302,51163.74,1,5,26
113567,41.5,2.7710000000000004,189.5312483,7.3629999999999995,0,3,196321,105845.66,0,5,18
113568,75.95,3.6060000000000003,129.2015806,6.877000000000001,0,3,219622,73515.43,0,5,32
113590,85.53,3.7260000000000004,130.70129029999998,10.925999999999998,0,3,206302,49376.51,1,5,29
113592,80.43,2.668,211.4560951,7.808,0,3,151315,54805.3,0,5,23
113603,65.96,2.805,132.47333329999998,9.269,0,2,120653,58663.25,0,5,24
113607,66.82,3.372,209.3692488,10.148,0,1,41062,75542.2,0,5,43
113613,81.1,2.654,126.1266,7.896,0,3,205863,81024.81,0,3,25
113617,63.36,2.6839999999999997,189.40007340000003,7.3629999999999995,0,3,196321,101429.8,0,5,23
113639,54.65,3.633,136.472,8.471,0,2,120653,47802.31,0,5,40
113646,46.5,2.625,211.3501429,8.106,0,3,151315,132945.44,0,5,9
113682,95.61,3.7230000000000003,130.683,10.925999999999998,0,2,112238,47744.33,1,5,28
113688,25.7,3.205,136.80347700000002,8.549,0,2,103681,55818.63,0,3,2
113697,69.27,2.8989999999999996,182.04641809999998,8.899,0,3,200898,104674.56,0,5,21
113698,82.75,3.648,213.7917147,8.3,0,3,184109,77484.29,0,5,23
113708,87.5,3.533,214.55168959999997,8.177,0,1,39910,48524.16,0,5,35
113722,75.01,3.827,129.6938,7.874,0,2,126512,99169.95,0,5,40
113726,38.07,2.9189999999999996,135.5732602,8.237,0,3,204184,76373.71,0,5,9
113741,50.64,3.045,216.6310383,6.2620000000000005,0,3,155078,70168.39,0,3,7
113773,54.41,3.8310000000000004,131.136,5.621,0,1,39910,51256.38,1,5,18
113794,80.4,3.346,220.4886472,6.989,0,1,39910,56332.94,1,5,25
113801,35.78,3.4130000000000003,136.5883871,8.471,0,2,120653,192695.76,1,5,51
113809,65.95,4.301,131.19309679999998,10.199,0,2,112238,49993.05,1,5,43
113821,74.67,4.004,135.9639355,7.806,0,2,123737,48587.37,0,5,30
113827,42.2,3.049,132.92458059999998,8.275,0,3,203819,65984.52,0,5,44
113835,32.56,3.193,136.73325690000001,8.458,0,2,119557,57539.99,0,5,1
113858,45.65,2.917,182.9463648,8.724,0,3,200898,114988.43,0,5,44
113865,89.67,3.057,126.11190320000001,9.524,0,2,126512,83514.03,0,5,23
113870,79.2,3.475,214.68735139999998,7.28,0,3,203742,74135.31,1,3,27
113876,76.74,3.8819999999999997,135.8738387,4.584,0,2,114533,62159.04,0,5,29
113878,70.92,3.6289999999999996,138.1629,8.304,0,2,120653,57837.94,1,5,25
113890,83.26,3.346,225.30686150000002,6.664,0,3,207499,59440.42,1,5,25
113902,54.54,4.25,130.7413793,11.081,0,2,112238,55931.67,1,5,10
113911,86.49,3.638,225.8293063,6.334,0,3,207499,50004.57,1,5,35
113919,45.67,2.886,214.7479069,6.433,0,3,155078,119510.23,0,5,51
113936,36.13,2.9189999999999996,132.8170968,8.149,0,3,152513,103306.09,0,5,42
113946,72.56,3.886,135.6283333,8.357999999999999,0,3,203819,52139.94,0,3,27
113959,78.86,2.582,203.4499286,9.816,0,1,41062,55616.72,0,5,37
113973,68.69,3.8810000000000002,131.108,4.377,0,3,205863,51718.81,1,5,15
113985,48.22,3.719,136.4618065,7.8660000000000005,0,3,203819,98769.31,1,5,45
113986,86.33,3.73,224.0560076,5.667999999999999,1,3,202505,49048.67,1,5,36
113996,61.1,3.555,219.3244636,7.244,0,3,184109,55319.93,1,2,8
113998,31.62,3.14,136.5292811,8.763,0,2,103681,133768.94,0,3,50
114011,64.11,2.795,211.9442745,7.0920000000000005,0,3,202505,69817.39,0,5,16
114013,66.59,4.169,129.0756774,11.081,0,2,112238,51863.98,0,3,20
114019,36.7,3.411,130.38490320000002,9.652999999999999,1,3,158114,59101.76,1,5,6
114020,47.75,3.7439999999999998,129.04443329999998,7.193,0,3,219622,131193.83,0,5,18
114048,82.1,3.3930000000000002,223.36809330000003,5.9639999999999995,0,3,202505,51043.95,1,5,24
114057,82.69,2.94,136.3962643,7.982,0,3,204184,144367.32,0,5,27
114069,74.45,3.863,138.1437742,8.193,0,3,203819,77825.91,1,5,32
114072,51.26,2.7319999999999998,210.6766095,8.324,0,3,202307,55825.44,0,5,12
114073,74.44,2.6210000000000004,126.08929029999999,7.372000000000001,0,3,205863,77344.48,0,5,34
114079,74.8,2.826,212.1275324,7.0920000000000005,0,3,202505,93064.0,0,5,20
114121,80.14,3.747,131.136,4.377,0,3,205863,84036.85,1,5,18
114122,50.56,3.862,190.46189640000003,8.424,0,3,200898,58347.05,1,5,11
114127,16.81,3.037,191.8572881,7.2410000000000005,1,3,196321,69973.3,0,5,6
114130,49.47,2.9619999999999997,126.4420645,11.081,0,3,206302,48989.99,0,5,5
114140,83.4,2.668,211.1120018,8.2,0,3,202307,72603.29,0,5,23
114149,27.99,3.301,132.68045159999997,8.275,0,3,203819,126911.16,0,5,50
114159,66.59,4.169,129.0756774,11.081,0,3,206302,76570.07,0,5,20
114174,74.17,2.923,132.63,8.117,0,3,203819,54300.24,0,2,32
114203,74.19,3.891,224.9393405,6.664,0,3,207499,59898.77,1,5,14
114218,61.25,4.203,138.6534,8.953,0,3,203819,74192.53,1,5,38
114228,26.6,3.655,137.1666774,4.377,1,2,114533,66528.16,1,5,6
114248,60.94,4.038,215.54754590000002,7.28,0,3,203742,147852.54,1,5,38
114252,48.74,3.01,210.9682412,8.395,0,1,39910,70338.48,0,5,4
114253,44.69,3.407,128.5121935,7.47,0,3,219622,74613.12,0,2,11
114272,76.38,3.9219999999999997,185.7545,8.521,0,3,200898,79624.52,0,5,22
114280,40.58,3.633,141.01619240000002,7.502999999999999,0,2,119557,74089.39,1,5,5
114287,60.51,3.091,126.7934,9.003,0,2,126512,99230.43,0,5,49
114298,43.58,2.5140000000000002,212.8161546,7.2589999999999995,0,3,202505,52479.68,0,5,7
114336,28.09,2.572,189.46427250000002,9.014,1,3,203007,61945.73,0,5,6
114346,72.29,3.722,138.1629,8.982999999999999,0,3,203819,49812.14,1,4,25
114350,82.66,3.407,221.9412954,6.9079999999999995,0,3,151315,53286.98,1,5,30
114359,49.98,3.312,127.3009355,8.744,0,2,126512,103707.85,0,5,2
114376,89.78,4.093,130.8853548,10.925999999999998,0,3,206302,80564.57,1,5,35
114390,48.65,4.187,137.868,8.982999999999999,0,3,203819,70414.72,1,5,15
114393,43.58,2.5140000000000002,212.8161546,7.2589999999999995,0,3,202505,48080.67,0,2,7
114404,54.2,3.813,129.82683329999998,11.081,0,2,112238,70157.42,1,5,46
114409,54.29,3.112,222.8258628,7.197,0,3,207499,202870.36,1,5,51
114419,85.17,3.73,225.96602630000004,6.334,1,3,207499,82872.52,1,5,36
114430,60.94,2.674,189.41852590000002,8.963,0,3,203007,90053.95,0,5,24
114431,78.09,2.793,204.3625658,7.527,0,3,203742,53933.13,0,5,27
114445,49.98,3.312,127.3009355,8.744,0,2,126512,51357.84,0,3,2
114462,56.87,2.805,126.47133329999998,7.896,0,3,205863,82631.69,0,5,16
114473,45.16,3.1289999999999996,219.1773063,7.441,1,3,203750,52162.35,1,3,52
114478,39.69,2.5140000000000002,210.9451605,8.324,0,3,202307,89782.95,0,5,7
114510,49.73,3.9960000000000004,190.68517119999998,8.567,0,2,118221,52034.52,1,5,14
114521,91.59,3.6630000000000003,129.2832581,8.257,0,2,126512,65340.01,0,5,34
114523,65.41,2.77,210.2831653,8.2,0,3,202307,58887.31,0,4,14
114527,62.28,4.062,185.9661154,8.521,0,3,200898,51839.4,0,4,20
114530,36.56,3.389,212.2360401,7.082000000000001,0,2,128107,104920.55,1,3,51
114532,54.63,2.8689999999999998,214.704919,7.564,0,3,207499,57189.83,0,2,50
114533,64.13,2.773,190.36216069999998,7.335,0,3,196321,110152.05,0,5,35
114549,74.86,2.835,209.1215867,8.464,0,3,184109,58647.84,0,2,18
114575,36.89,3.1189999999999998,130.07103229999998,5.143,1,3,205863,57135.68,1,5,52
114583,40.52,3.03,132.9172,5.287000000000001,0,3,155083,90991.13,0,5,46
114584,46.1,2.5610000000000004,210.97595730000003,8.324,0,3,202307,61875.48,0,5,8
114585,81.57,3.3110000000000004,223.54245010000002,5.667999999999999,0,3,202505,55133.93,1,5,29
114595,46.75,3.157,219.355063,7.057,0,3,202307,64877.05,1,5,1
114598,71.73,2.725,210.62714440000002,8.476,0,3,184109,98164.2,0,5,42
114603,89.34,3.6510000000000002,215.0749122,7.852,0,3,202307,64188.7,0,5,29
114618,21.69,2.911,191.4784939,8.818,0,3,203007,82187.12,0,5,2
114631,37.3,2.75,189.6901012,7.3629999999999995,0,3,196321,98011.31,0,5,14
114635,44.42,4.187,137.868,8.15,0,3,203819,53068.99,1,5,15
114647,90.11,3.554,215.3229307,7.852,0,3,203750,85002.89,0,5,33
114664,60.23,4.056,138.6534,8.535,0,2,120653,68043.77,1,5,38
114667,81.93,4.125,131.01033329999999,7.17,0,2,126512,105282.5,1,5,38
114671,59.15,3.125,126.87948390000001,9.003,0,2,126512,57989.73,0,5,50
114685,88.7,2.6639999999999997,211.25965860000002,8.099,0,3,202307,69472.79,0,5,33
114709,69.39,2.728,189.4882603,7.335,0,3,196321,101009.94,0,5,26
114712,35.47,3.0460000000000003,204.8249189,7.484,0,3,203742,119493.03,0,5,48
114734,53.59,3.675,130.31445159999998,7.545,0,1,39690,78538.48,1,5,4
114781,64.5,3.985,142.85168330000002,8.665,0,2,103681,49505.75,1,5,40
114801,80.89,3.786,207.3119816,10.581,0,1,41062,70627.17,0,5,21
114836,78.39,3.346,221.80302110000002,7.143,0,3,151315,61720.14,1,5,25
114839,33.33,3.9210000000000003,137.7261935,7.4670000000000005,0,3,152513,125427.86,1,5,13
114841,46.63,2.5610000000000004,211.3196429,8.106,0,3,151315,55501.07,0,2,8
114867,78.3,3.452,221.7494839,7.143,0,3,151315,58426.12,1,5,23
114870,69.03,3.891,221.14840279999999,6.891,0,2,140167,49926.47,1,5,15
114884,27.31,2.784,181.8711898,8.992,0,2,118221,64763.38,0,3,5
114890,33.94,3.389,129.84596670000002,6.392,0,3,219622,81024.67,1,3,48
114901,90.47,3.875,130.75626670000003,11.081,0,3,206302,56625.69,1,5,26
114902,70.13,2.6189999999999998,126.2346,10.21,0,3,158114,64269.37,0,5,39
114904,84.14,2.653,210.0975233,8.464,0,1,39910,49755.86,0,5,25
114912,57.06,3.236,126.98358059999998,9.003,0,2,126512,107085.6,0,5,51
114913,62.84,3.764,197.62189540000003,8.09,0,3,203007,56374.58,1,5,22
114941,76.51,3.963,142.21573850000001,8.238999999999999,0,3,204184,49258.99,1,3,33
114945,78.89,3.8110000000000004,208.59370180000002,7.274,0,3,203742,68921.12,0,3,29
114957,59.84,4.202,134.6803871,8.212,0,3,203819,67859.5,0,5,20
114991,50.81,2.7710000000000004,211.5470304,8.163,0,3,202307,73418.13,0,5,46
114996,41.92,3.1860000000000004,132.8369333,8.275,1,3,203819,52217.02,0,2,47
115002,44.32,4.021,141.4742857,8.009,0,3,204184,61963.52,1,2,10
115006,82.51,3.7889999999999997,129.5183333,8.257,0,2,126512,70933.78,0,5,38
115014,57.06,3.236,126.98358059999998,9.003,0,2,126512,85784.13,0,5,51
115028,63.19,3.889,214.5319099,7.138999999999999,0,3,203742,66306.54,1,3,19
115033,51.8,3.781,130.4546207,11.081,0,3,206302,59371.77,1,5,7
115040,67.64,3.772,128.7199355,8.494,0,2,126512,83362.72,0,5,13
115042,52.5,3.529,130.82619350000002,6.104,0,3,219622,142018.08,1,5,11
115071,65.45,2.8689999999999998,181.75963769999998,8.899,0,3,200898,61477.9,0,4,14
115072,41.93,2.86,126.7934,10.21,0,3,158114,49320.95,0,1,49
115074,45.34,2.983,214.74707290000003,7.551,0,3,207499,83832.99,0,5,2
115075,66.69,3.845,224.91415209999997,5.825,0,3,155078,52922.24,1,5,13
115089,59.33,2.886,214.70178280000002,7.564,0,3,207499,57689.85,0,5,51
115096,50.64,3.045,216.6310383,6.2620000000000005,0,3,155078,60025.14,0,5,7
115107,68.43,3.891,221.07376380000002,6.891,0,3,202307,51204.54,1,4,14
115110,67.24,3.613,197.8788621,6.432,0,3,196321,120009.88,1,5,28
115117,26.1,3.177,132.81503229999998,9.331,1,2,120653,48418.26,0,5,52
115131,42.96,3.617,189.61222769999998,8.424,0,3,200898,54804.27,1,5,5
115137,76.03,2.781,204.60527199999999,7.527,0,3,203742,84099.9,0,5,30
